ans_str,query_str,ans_str_span,idx_of_ans,idx_of_qns
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",what will you be considered after receiving it?,as fully vaccinated,8,349
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.","if you need to restart your primary vaccination series, what do you need?",helf a booster dose,8,350
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",what else do you need to receive to the booster dose?,belieffully vaccinated,8,351
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",what is the first step that you need to reboot your primary vaccination series?,do not need to restart your primary vaccination series,8,352
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",what can you do when you receive your booster?,restart your primary vaccination series,8,353
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",what is the booster dose necessary for?,optimum protection,8,354
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",you will be considered as being what after receiving a booster?,full vaccinated,8,355
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",does someone need to start using primary vaccination?,you do not need to restart your primary vaccination series,8,356
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",what kind of vaccinations should the booster dose be received?,optimal protection,8,357
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",how would you get to receive the booster?,as soon as possible,8,358
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",what is no need to restart your primary vaccination series?,you do not need to restart your primary vaccination series,8,359
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",in order for your child to receive the booster dose as soon as possible for protection is it called what?,primary vaccination series,8,360
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",what will you be considered after receiving a booster?,full vaccinated,8,361
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",what happens after receiving your booster?,you will be considered as fully vaccinated.,8,362
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",what would you be considered after receiving the booster?,behind being fully vaccinated,8,363
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",do you need to restart your primary vaccination series? ,you do not need to restart your primary vaccination series,8,364
"No, you do not need to restart your primary vaccination series. You should receive the booster dose as soon as possible for optimal protection. Upon receiving your booster, you will be considered as fully vaccinated.",what should be done once you get the booster dose?,you should receive the booster dose,8,365
